row_index,Name,RA,DEC,tractor_type,Score,Probability,resnet_model,Region,Spec,photo_z,g_mag,r_mag,z_mag,row_id,status_fits,bytes_fits,attempts_fits
535,DESI-022.4814-02.6654,22.4814,-2.6654,DC,2.5,0.42,L18,DECaLS,0.4996,,21.83,19.89,18.56,DESI-022.4814-02.6654,skip,126720,0
536,DESI-022.6133-18.8672,22.6133,-18.8672,DC,2.5,0.33,L18,DECaLS,0.5414,,20.7,18.8,17.6,DESI-022.6133-18.8672,skip,126720,0
537,DESI-022.8470-16.8840,22.847,-16.884,DC,2.5,0.23,L18,DECaLS,,0.807+/-0.063,22.91,21.4,19.66,DESI-022.8470-16.8840,skip,126720,0
540,DESI-023.4239-16.8390,23.4239,-16.839,DC,2.5,0.94,L18,DECaLS,,0.644+/-0.061,20.77,19.28,17.91,DESI-023.4239-16.8390,skip,126720,0
541,DESI-023.5148-30.5414,23.5148,-30.5414,DC,2.5,0.78,L18,DECaLS,,0.325+/-0.016,19.71,18.07,17.17,DESI-023.5148-30.5414,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=23.514800&dec=-30.541400&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
543,DESI-023.6649-28.7320,23.6649,-28.732,DC,2.5,0.15,L18,DECaLS,,0.981+/-0.084,24.36,21.76,19.72,DESI-023.6649-28.7320,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=23.664900&dec=-28.732000&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
544,DESI-023.8146-17.4043,23.8146,-17.4043,DC,2.0,0.97,L18,DECaLS,,0.768+/-0.051,22.6,21.14,19.62,DESI-023.8146-17.4043,skip,126720,0
547,DESI-023.9221-18.7413,23.9221,-18.7413,DC,2.0,0.14,L18,DECaLS,0.5278,,22.17,20.48,19.37,DESI-023.9221-18.7413,skip,126720,0
548,DESI-023.9840-20.7577,23.984,-20.7577,DC,2.5,0.76,L18,DECaLS,0.338,,20.51,18.79,17.93,DESI-023.9840-20.7577,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=23.984000&dec=-20.757700&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
549,DESI-024.1759-12.2872,24.1759,-12.2872,DC,2.0,0.25,L18,DECaLS,,0.407+/-0.071,21.14,19.37,18.36,DESI-024.1759-12.2872,skip,126720,0
551,DESI-024.2160-14.8162,24.216,-14.8162,DC,2.0,0.12,L18,DECaLS,,0.320+/-0.014,20.13,18.51,17.66,DESI-024.2160-14.8162,skip,126720,0
553,DESI-024.3635-27.6051,24.3635,-27.6051,DC,2.0,0.35,L18,DECaLS,,0.410+/-0.024,21.8,19.9,18.86,DESI-024.3635-27.6051,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=24.363500&dec=-27.605100&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
554,DESI-024.3717-08.3056,24.3717,-8.3056,DC,2.0,0.19,L18,DECaLS,,0.778+/-0.025,23.78,21.66,19.82,DESI-024.3717-08.3056,skip,126720,0
555,DESI-024.3726+05.7609,24.3726,5.7609,DC,2.5,0.46,L18,DECaLS,0.3618,,21.26,19.51,18.45,DESI-024.3726+05.7609,skip,126720,0
556,DESI-024.4002-27.1526,24.4002,-27.1526,DC,2.5,0.1,L18,DECaLS,,0.234+/-0.067,20.26,19.04,18.35,DESI-024.4002-27.1526,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=24.400200&dec=-27.152600&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
557,DESI-025.0520-20.1055,25.052,-20.1055,DC,2.0,0.36,L18,DECaLS,,0.397+/-0.015,21.82,20.05,19.16,DESI-025.0520-20.1055,skip,126720,0
558,DESI-025.1595-11.4143,25.1595,-11.4143,DC,2.0,0.61,L18,DECaLS,,0.322+/-0.021,18.98,17.36,16.51,DESI-025.1595-11.4143,skip,126720,0
559,DESI-025.4548-24.8641,25.4548,-24.8641,DC,2.0,0.85,L18,DECaLS,,0.223+/-0.005,18.35,16.99,16.22,DESI-025.4548-24.8641,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=25.454800&dec=-24.864100&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
560,DESI-025.4686-22.4962,25.4686,-22.4962,DC,2.0,0.68,L18,DECaLS,,0.370+/-0.025,20.22,18.51,17.63,DESI-025.4686-22.4962,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=25.468600&dec=-22.496200&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
561,DESI-025.4848+30.7585,25.4848,30.7585,DC,2.5,0.22,L18,DECaLS,0.524,,21.55,20.01,18.82,DESI-025.4848+30.7585,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=25.484800&dec=30.758500&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
562,DESI-025.5981+14.8037,25.5981,14.8037,DC,2.5,0.45,L18,DECaLS,,0.772+/-0.063,22.64,20.91,19.15,DESI-025.5981+14.8037,skip,126720,0
563,DESI-025.7040-19.7717,25.704,-19.7717,DC,2.0,0.5,L18,DECaLS,,0.546+/-0.033,22.41,20.66,19.46,DESI-025.7040-19.7717,skip,126720,0
564,DESI-025.7910+07.5022,25.791,7.5022,DC,2.0,0.14,L18,DECaLS,0.5569,,21.12,19.45,18.17,DESI-025.7910+07.5022,skip,126720,0
566,DESI-025.8949+05.3365,25.8949,5.3365,DC,2.5,0.17,L18,DECaLS,0.5272,,21.55,19.63,18.25,DESI-025.8949+05.3365,skip,126720,0
568,DESI-026.2418+00.8017,26.2418,0.8017,DC,2.5,0.15,L18,DECaLS,0.4773,,20.96,19.09,18.02,DESI-026.2418+00.8017,skip,126720,0
569,DESI-026.3453+04.8579,26.3453,4.8579,DC,2.5,0.98,L18,DECaLS,0.3351,,20.81,19.15,18.17,DESI-026.3453+04.8579,skip,126720,0
570,DESI-026.5508+22.6087,26.5508,22.6087,DC,2.0,0.73,L18,DECaLS,0.679,,21.81,19.94,18.37,DESI-026.5508+22.6087,skip,126720,0
571,DESI-026.7267-11.4066,26.7267,-11.4066,DC,2.0,0.14,L18,DECaLS,,0.453+/-0.038,21.39,19.8,18.81,DESI-026.7267-11.4066,skip,126720,0
574,DESI-026.9591-26.6311,26.9591,-26.6311,DC,2.5,0.97,L18,DECaLS,,0.562+/-0.018,21.74,19.97,18.71,DESI-026.9591-26.6311,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=26.959100&dec=-26.631100&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
575,DESI-027.3253-30.3055,27.3253,-30.3055,DC,2.0,0.99,L18,DECaLS,,0.450+/-0.025,21.17,19.43,18.41,DESI-027.3253-30.3055,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=27.325300&dec=-30.305500&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
576,DESI-027.3698-08.7626,27.3698,-8.7626,DC,2.5,0.98,L18,DECaLS,0.6772,,22.59,21.69,19.91,DESI-027.3698-08.7626,skip,126720,0
577,DESI-027.3879+00.4647,27.3879,0.4647,DC,2.0,0.77,L18,DECaLS,0.4892,,20.49,18.71,17.63,DESI-027.3879+00.4647,skip,126720,0
578,DESI-027.4775+21.7988,27.4775,21.7988,DC,2.5,0.17,L18,DECaLS,0.5552,,21.74,20.07,18.76,DESI-027.4775+21.7988,skip,126720,0
579,DESI-027.4849-11.5108,27.4849,-11.5108,DC,2.5,0.87,L18,DECaLS,,0.402+/-0.036,20.86,19.1,18.06,DESI-027.4849-11.5108,skip,126720,0
581,DESI-027.6346-18.3062,27.6346,-18.3062,DC,2.0,0.15,L18,DECaLS,,0.770+/-0.067,22.33,20.98,19.54,DESI-027.6346-18.3062,skip,126720,0
582,DESI-027.8170-19.1052,27.817,-19.1052,REX,2.5,0.1,L18,DECaLS,,0.321+/-0.067,20.15,19.34,18.74,DESI-027.8170-19.1052,skip,126720,0
583,DESI-027.8888-26.8005,27.8888,-26.8005,DC,2.0,0.97,L18,DECaLS,,0.689+/-0.061,20.98,19.9,18.76,DESI-027.8888-26.8005,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=27.888800&dec=-26.800500&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
584,DESI-027.9976-08.3646,27.9976,-8.3646,DC,2.0,0.34,L18,DECaLS,0.6218,,21.09,19.81,18.65,DESI-027.9976-08.3646,skip,126720,0
585,DESI-028.0192-29.3878,28.0192,-29.3878,DC,2.0,0.64,L18,DECaLS,,0.367+/-0.041,21.51,19.82,18.84,DESI-028.0192-29.3878,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=28.019200&dec=-29.387800&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
586,DESI-028.1435-21.6420,28.1435,-21.642,REX,2.5,0.99,L18,DECaLS,,0.369+/-0.104,21.29,20.19,19.32,DESI-028.1435-21.6420,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=28.143500&dec=-21.642000&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
587,DESI-028.1494-31.3430,28.1494,-31.343,DC,2.0,0.14,L18,DECaLS,,0.354+/-0.032,21.93,20.33,19.36,DESI-028.1494-31.3430,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=28.149400&dec=-31.343000&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
588,DESI-028.1997+03.2624,28.1997,3.2624,DC,2.0,0.97,L18,DECaLS,0.3493,,20.52,18.77,17.8,DESI-028.1997+03.2624,skip,126720,0
589,DESI-028.4669-11.2551,28.4669,-11.2551,DC,2.5,0.18,L18,DECaLS,,0.816+/-0.057,23.28,21.59,19.85,DESI-028.4669-11.2551,skip,126720,0
590,DESI-028.5320-08.1000,28.532,-8.1,DC,2.0,0.35,L18,DECaLS,0.3346,,19.47,17.85,16.98,DESI-028.5320-08.1000,skip,126720,0
591,DESI-028.5715-16.2374,28.5715,-16.2374,DC,2.0,0.23,L18,DECaLS,0.3979,,20.08,18.36,17.47,DESI-028.5715-16.2374,skip,126720,0
592,DESI-028.7845-25.8463,28.7845,-25.8463,DC,2.0,1.0,L18,DECaLS,,0.554+/-0.038,21.66,19.76,18.51,DESI-028.7845-25.8463,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=28.784500&dec=-25.846300&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
595,DESI-029.3642+22.9216,29.3642,22.9216,DC,2.0,0.24,L18,DECaLS,0.2454,,19.18,17.66,16.71,DESI-029.3642+22.9216,skip,126720,0
596,DESI-029.3687-05.2778,29.3687,-5.2778,DC,2.0,0.82,L18,DECaLS,0.5985,,21.77,19.98,18.75,DESI-029.3687-05.2778,skip,126720,0
597,DESI-029.4504-01.1535,29.4504,-1.1535,DC,2.5,0.12,L18,DECaLS,0.5416,,21.05,19.15,17.89,DESI-029.4504-01.1535,skip,126720,0
598,DESI-029.4673-27.8568,29.4673,-27.8568,DC,2.0,0.89,L18,DECaLS,,0.782+/-0.027,22.77,21.24,19.45,DESI-029.4673-27.8568,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=29.467300&dec=-27.856800&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
599,DESI-029.5569-11.2721,29.5569,-11.2721,DC,2.5,0.99,L18,DECaLS,,0.368+/-0.022,21.42,19.69,18.85,DESI-029.5569-11.2721,skip,126720,0
601,DESI-029.7900-18.9500,29.79,-18.95,DC,2.5,0.99,L18,DECaLS,0.3393,,19.8,18.35,17.54,DESI-029.7900-18.9500,skip,126720,0
602,DESI-029.9230+29.5992,29.923,29.5992,DC,2.0,0.14,L18,DECaLS,0.3444,,20.98,19.19,18.17,DESI-029.9230+29.5992,skip,126720,0
603,DESI-029.9687-27.8439,29.9687,-27.8439,DC,2.0,1.0,L18,DECaLS,,0.789+/-0.276,22.68,20.67,19.1,DESI-029.9687-27.8439,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=29.968700&dec=-27.843900&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
605,DESI-030.1108-08.6449,30.1108,-8.6449,DC,2.0,0.23,L18,DECaLS,0.3965,,21.34,19.82,18.9,DESI-030.1108-08.6449,ok,126720,1
606,DESI-030.1551+14.4092,30.1551,14.4092,DC,2.0,0.75,L18,DECaLS,0.504,,21.76,19.82,18.47,DESI-030.1551+14.4092,skip,126720,0
610,DESI-030.7600-06.6024,30.76,-6.6024,DC,2.0,0.98,L18,DECaLS,0.4935,,21.2,19.44,18.32,DESI-030.7600-06.6024,skip,126720,0
611,DESI-030.7806-22.7856,30.7806,-22.7856,DC,2.0,0.99,L18,DECaLS,,0.347+/-0.038,21.08,19.42,18.51,DESI-030.7806-22.7856,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=30.780600&dec=-22.785600&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
612,DESI-030.8121-15.9384,30.8121,-15.9384,DC,2.0,0.99,L18,DECaLS,,0.685+/-0.070,22.07,20.58,19.18,DESI-030.8121-15.9384,skip,126720,0
613,DESI-030.9153-31.0823,30.9153,-31.0823,DC,2.5,0.93,L18,DECaLS,,0.474+/-0.052,21.68,20.05,19.1,DESI-030.9153-31.0823,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=30.915300&dec=-31.082300&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
616,DESI-031.3554-16.4083,31.3554,-16.4083,DC,2.0,0.21,L18,DECaLS,,0.770+/-0.075,23.47,21.65,19.97,DESI-031.3554-16.4083,skip,126720,0
618,DESI-031.4976-21.1722,31.4976,-21.1722,DC,2.0,0.14,L18,DECaLS,,0.716+/-0.090,21.98,20.62,19.09,DESI-031.4976-21.1722,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=31.497600&dec=-21.172200&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
619,DESI-031.6715-02.0052,31.6715,-2.0052,DC,2.0,0.82,L18,DECaLS,0.7005,,20.55,19.81,18.49,DESI-031.6715-02.0052,ok,126720,1
620,DESI-031.7319-31.7726,31.7319,-31.7726,DC,2.0,0.25,L18,DECaLS,,0.607+/-0.014,21.74,19.81,18.38,DESI-031.7319-31.7726,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=31.731900&dec=-31.772600&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
621,DESI-031.8616-27.2286,31.8616,-27.2286,DC,2.0,0.62,L18,DECaLS,,0.820+/-0.029,22.57,20.59,18.68,DESI-031.8616-27.2286,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=31.861600&dec=-27.228600&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
622,DESI-032.0005-17.7739,32.0005,-17.7739,DC,2.0,0.88,L18,DECaLS,,0.908+/-0.056,24.25,21.85,19.79,DESI-032.0005-17.7739,skip,126720,0
623,DESI-032.1245-18.3429,32.1245,-18.3429,DC,2.0,0.16,L18,DECaLS,0.5606,,23.1,21.0,19.17,DESI-032.1245-18.3429,ok,126720,1
628,DESI-032.4773-30.3485,32.4773,-30.3485,REX,2.5,0.2,L18,DECaLS,,0.881+/-0.043,21.57,20.88,19.65,DESI-032.4773-30.3485,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=32.477300&dec=-30.348500&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
631,DESI-032.8584-16.2274,32.8584,-16.2274,DC,2.0,0.6,L18,DECaLS,,0.483+/-0.014,21.01,19.13,18.01,DESI-032.8584-16.2274,ok,126720,1
632,DESI-033.0297+00.2472,33.0297,0.2472,DC,2.0,0.85,L18,DECaLS,0.2135,,19.79,18.44,17.65,DESI-033.0297+00.2472,ok,126720,1
633,DESI-033.0826+30.5530,33.0826,30.553,DC,2.0,0.71,L18,DECaLS,0.5477,,21.15,19.74,18.74,DESI-033.0826+30.5530,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=33.082600&dec=30.553000&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
635,DESI-033.2069-20.7412,33.2069,-20.7412,DC,2.5,0.72,L18,DECaLS,,0.272+/-0.008,19.54,18.08,17.32,DESI-033.2069-20.7412,ok,126720,1
636,DESI-033.5356-12.8859,33.5356,-12.8859,DC,2.5,0.27,L18,DECaLS,0.5551,,22.91,21.03,19.23,DESI-033.5356-12.8859,ok,126720,1
637,DESI-033.7026-24.8797,33.7026,-24.8797,DC,2.5,0.92,L18,DECaLS,,0.803+/-0.035,22.87,20.77,18.86,DESI-033.7026-24.8797,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=33.702600&dec=-24.879700&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
638,DESI-033.7174+19.5413,33.7174,19.5413,REX,2.0,1.0,L18,DECaLS,0.618,,21.38,19.74,18.3,DESI-033.7174+19.5413,ok,126720,1
639,DESI-033.8313-22.6154,33.8313,-22.6154,DC,2.5,0.9,L18,DECaLS,,0.390+/-0.014,21.2,19.33,18.39,DESI-033.8313-22.6154,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=33.831300&dec=-22.615400&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
640,DESI-034.1856-00.3860,34.1856,-0.386,DC,2.5,1.0,L18,DECaLS,0.4583,,21.38,20.21,19.03,DESI-034.1856-00.3860,ok,126720,1
644,DESI-034.5247+26.6007,34.5247,26.6007,DC,2.0,0.98,L18,DECaLS,,0.460+/-0.040,20.79,19.19,18.14,DESI-034.5247+26.6007,skip,126720,0
646,DESI-034.6677-24.8466,34.6677,-24.8466,REX,2.0,0.12,L18,DECaLS,,0.752+/-0.100,21.47,20.51,19.39,DESI-034.6677-24.8466,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=34.667700&dec=-24.846600&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
647,DESI-034.7239-16.8684,34.7239,-16.8684,DC,2.0,0.75,L18,DECaLS,,0.805+/-0.051,22.72,21.17,19.43,DESI-034.7239-16.8684,skip,126720,0
648,DESI-034.8554+05.6438,34.8554,5.6438,DC,2.5,0.13,L18,DECaLS,0.6785,,22.56,21.31,19.37,DESI-034.8554+05.6438,skip,126720,0
649,DESI-034.9126-17.6882,34.9126,-17.6882,DC,2.5,0.95,L18,DECaLS,,0.538+/-0.014,21.27,19.28,18.01,DESI-034.9126-17.6882,skip,126720,0
654,DESI-035.4007-26.6592,35.4007,-26.6592,DC,2.5,0.96,L18,DECaLS,,0.525+/-0.027,20.87,19.11,17.92,DESI-035.4007-26.6592,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=35.400700&dec=-26.659200&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
655,DESI-036.0382-16.3869,36.0382,-16.3869,DC,2.0,0.67,L18,DECaLS,0.4718,,23.61,22.15,19.99,DESI-036.0382-16.3869,ok,126720,1
656,DESI-036.0573+19.8696,36.0573,19.8696,DC,2.5,0.16,L18,DECaLS,,0.847+/-0.144,23.7,21.63,19.64,DESI-036.0573+19.8696,ok,126720,1
657,DESI-036.0992+02.4337,36.0992,2.4337,DC,2.0,0.84,L18,DECaLS,0.4826,,20.96,19.38,18.13,DESI-036.0992+02.4337,ok,126720,1
658,DESI-036.1196-25.0390,36.1196,-25.039,DC,2.0,0.15,L18,DECaLS,,0.534+/-0.013,21.67,19.83,18.64,DESI-036.1196-25.0390,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=36.119600&dec=-25.039000&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
660,DESI-036.7384-29.3340,36.7384,-29.334,DC,2.5,0.98,L18,DECaLS,,0.567+/-0.046,21.97,20.22,19.06,DESI-036.7384-29.3340,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=36.738400&dec=-29.334000&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
661,DESI-036.8067+29.5796,36.8067,29.5796,DC,2.5,0.96,L18,DECaLS,0.4507,,20.98,19.18,18.01,DESI-036.8067+29.5796,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=36.806700&dec=29.579600&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
662,DESI-037.2442-17.2723,37.2442,-17.2723,REX,2.0,1.0,L18,DECaLS,,0.868+/-0.064,21.18,20.52,19.4,DESI-037.2442-17.2723,ok,126720,1
663,DESI-037.3509+10.2791,37.3509,10.2791,DC,2.0,0.77,L18,DECaLS,,0.695+/-0.035,21.98,20.37,18.85,DESI-037.3509+10.2791,skip,126720,0
664,DESI-037.5061-20.9108,37.5061,-20.9108,DC,2.0,0.98,L18,DECaLS,,0.536+/-0.031,21.24,19.59,18.43,DESI-037.5061-20.9108,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=37.506100&dec=-20.910800&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
665,DESI-037.6346-24.1463,37.6346,-24.1463,DC,2.0,0.62,L18,DECaLS,,0.622+/-0.015,21.86,20.02,18.57,DESI-037.6346-24.1463,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=37.634600&dec=-24.146300&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
667,DESI-037.7099-17.5029,37.7099,-17.5029,REX,2.0,0.92,L18,DECaLS,,0.816+/-0.051,22.03,21.05,19.71,DESI-037.7099-17.5029,ok,126720,1
669,DESI-038.3831-03.4670,38.3831,-3.467,DC,2.5,0.51,L18,DECaLS,0.5494,,23.83,22.04,19.93,DESI-038.3831-03.4670,skip,126720,0
670,DESI-038.7280-30.9373,38.728,-30.9373,REX,2.0,0.99,L18,DECaLS,,0.794+/-0.183,20.92,20.23,19.12,DESI-038.7280-30.9373,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=38.728000&dec=-30.937300&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
672,DESI-039.2176-31.8548,39.2176,-31.8548,DC,2.0,0.31,L18,DECaLS,,0.401+/-0.010,20.09,18.2,17.26,DESI-039.2176-31.8548,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=39.217600&dec=-31.854800&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
673,DESI-039.3484-30.2921,39.3484,-30.2921,DC,2.5,0.97,L18,DECaLS,,0.545+/-0.019,21.03,19.24,17.98,DESI-039.3484-30.2921,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=39.348400&dec=-30.292100&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
674,DESI-039.6138-15.5779,39.6138,-15.5779,DC,2.0,0.11,L18,DECaLS,,0.732+/-0.032,21.92,20.33,18.74,DESI-039.6138-15.5779,ok,126720,1
675,DESI-039.8085-03.7403,39.8085,-3.7403,DC,2.5,0.81,L18,DECaLS,,0.686+/-0.046,22.73,20.91,19.39,DESI-039.8085-03.7403,skip,126720,0
676,DESI-039.9312-24.9308,39.9312,-24.9308,DC,2.5,0.78,L18,DECaLS,,0.661+/-0.016,21.63,19.56,18.02,DESI-039.9312-24.9308,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=39.931200&dec=-24.930800&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
677,DESI-039.9863-27.1208,39.9863,-27.1208,DC,2.5,0.88,L18,DECaLS,,0.521+/-0.033,21.14,19.5,18.38,DESI-039.9863-27.1208,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=39.986300&dec=-27.120800&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
679,DESI-040.1730-21.4503,40.173,-21.4503,DC,2.5,0.91,L18,DECaLS,,0.327+/-0.012,20.02,18.4,17.52,DESI-040.1730-21.4503,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=40.173000&dec=-21.450300&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
681,DESI-041.1156-28.6150,41.1156,-28.615,DC,2.5,1.0,L18,DECaLS,,0.476+/-0.012,20.56,18.66,17.57,DESI-041.1156-28.6150,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=41.115600&dec=-28.615000&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
682,DESI-041.4712-05.9667,41.4712,-5.9667,DC,2.5,0.92,L18,DECaLS,0.5731,,22.87,20.84,18.9,DESI-041.4712-05.9667,skip,126720,0
684,DESI-042.0940+02.7825,42.094,2.7825,REX,2.5,0.96,L18,DECaLS,0.3859,,21.91,21.16,19.92,DESI-042.0940+02.7825,skip,126720,0
685,DESI-042.1344-12.1016,42.1344,-12.1016,REX,2.5,0.98,L18,DECaLS,,0.835+/-0.102,21.44,20.72,19.65,DESI-042.1344-12.1016,skip,126720,0
690,DESI-043.8215-16.6815,43.8215,-16.6815,DC,2.5,1.0,L18,DECaLS,0.5032,,22.49,20.54,18.92,DESI-043.8215-16.6815,skip,126720,0
695,DESI-044.5307-13.8106,44.5307,-13.8106,DC,2.0,0.35,L18,DECaLS,,0.672+/-0.082,22.72,21.1,19.71,DESI-044.5307-13.8106,skip,126720,0
699,DESI-044.9857-26.8724,44.9857,-26.8724,DC,2.0,1.0,L18,DECaLS,,0.445+/-0.009,22.33,20.56,19.59,DESI-044.9857-26.8724,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=44.985700&dec=-26.872400&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
701,DESI-045.2324-10.9787,45.2324,-10.9787,DC,2.0,0.95,L18,DECaLS,,0.474+/-0.152,21.44,20.39,19.23,DESI-045.2324-10.9787,skip,126720,0
702,DESI-045.5432-22.6720,45.5432,-22.672,DC,2.5,1.0,L18,DECaLS,,0.465+/-0.055,20.86,18.89,17.66,DESI-045.5432-22.6720,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=45.543200&dec=-22.672000&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
703,DESI-045.8553-22.9291,45.8553,-22.9291,DC,2.5,1.0,L18,DECaLS,,0.531+/-0.038,21.6,19.86,18.65,DESI-045.8553-22.9291,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=45.855300&dec=-22.929100&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
