name,RA,DEC,grade,nearest_row_id,nearest_sep_arcsec,nearest_score,in_scored_set
DESI-036.1457-05.4990,36.1457,-5.499,C,298863_4956,0.16225652346396618,0.10070862621068954,True
DESI-036.2194-04.3486,36.2194,-4.3486,C,306042_1486,0.0408795966505243,0.9545515775680542,True
DESI-036.2244-06.3029,36.2244,-6.3029,C,294564_2987,0.04017639289112185,0.04172008857131004,True
DESI-036.2714-06.8192,36.2714,-6.8192,C,291700_1925,0.09570927118788515,0.006048958282917738,True
DESI-036.3530-04.6792,36.353,-4.6792,C,303171_8644,0.12068400062097877,0.9939892292022705,True
DESI-036.3795-04.2093,36.3795,-4.2093,C,306043_8470,0.09003689504962874,0.7010070085525513,True
DESI-036.4031-04.2550,36.4031,-4.255,C,306043_5788,0.15547172447867688,0.7177215218544006,True
DESI-036.4081-05.2473,36.4081,-5.2473,C,300299_5781,0.22181540217771262,0.09592024236917496,True
DESI-036.4268-05.1548,36.4268,-5.1548,C,300299_10960,0.17867878700212725,0.7632998824119568,True
DESI-036.4827-16.8621,36.4827,-16.8621,C,235337_367,0.19981208413226845,0.0669553205370903,True
DESI-036.6282-04.6316,36.6282,-4.6316,C,303172_12600,0.15902945880778646,0.8277128338813782,True
DESI-036.6556-03.7101,36.6556,-3.7101,C,308920_8362,0.1733718083146668,0.9474580883979797,True
DESI-036.6760-03.6801,36.676,-3.6801,C,308920_9846,0.09611575066345228,0.9998822212219238,True
DESI-036.6777-03.6555,36.6777,-3.6555,C,308920_11123,0.15495200561995623,0.9515513181686401,True
DESI-036.6819-03.6905,36.6819,-3.6905,C,308920_8762,0.11188633363200483,0.9890298247337341,True
DESI-036.7198+00.2833,36.7198,0.2833,C,331954_4152,0.08356172534159054,0.3886559009552002,True
DESI-036.7325-05.1276,36.7325,-5.1276,C,300300_11901,0.14341552591334747,0.9990137815475464,True
DESI-036.8076-05.0255,36.8076,-5.0255,C,301736_4657,0.17249126197984624,0.025465285405516624,True
DESI-036.8133-03.9033,36.8133,-3.9033,C,307483_10161,0.12645864351257446,0.8982163071632385,True
DESI-036.9560-06.1539,36.956,-6.1539,C,294567_5916,0.1855536138346393,0.927927553653717,True
DESI-037.0345-04.5015,37.0345,-4.5015,C,304609_6479,0.08636809432959526,0.638969898223877,True
DESI-037.1686-04.0027,37.1686,-4.0027,C,307484_5497,0.2262025977243011,0.33129143714904785,True
DESI-037.2011-04.1161,37.2011,-4.1161,C,307484_502,0.1816791116149616,0.02084890939295292,True
DESI-037.2064-01.2158,37.2064,-1.2158,C,323316_3671,0.13746829153668488,0.6877502799034119,True
