name,RA,DEC,grade,score,resnet_model,region,probability,tractor_type,spec_z,photo_z
DESI-327.4249-44.1038,327.4249,-44.1038,C,2.5,l18,DECaLS,1.0,REX,,0.628+/-0.038
DESI-327.4427-00.3822,327.4427,-0.3822,C,2.5,l18,DECaLS,0.36,REX,0.566,nan
DESI-328.0860-43.5877,328.086,-43.5877,C,2.0,shielded,DECaLS,0.38,REX,,0.582+/-0.047
DESI-328.7427+16.3475,328.7427,16.3475,C,2.0,shielded,DECaLS,0.52,REX,0.5108,nan
DESI-329.5066+06.6401,329.5066,6.6401,C,2.5,l18,DECaLS,0.67,DC,0.5044,nan
DESI-330.1481+23.6703,330.1481,23.6703,C,2.0,l18,DECaLS,0.11,DC,0.6629,nan
DESI-330.4536+01.8039,330.4536,1.8039,C,2.5,l18,DECaLS,0.89,DC,0.4534,nan
DESI-330.5620+10.6918,330.562,10.6918,C,2.5,shielded,DECaLS,0.13,REX,0.3004,nan
DESI-331.9712-00.6607,331.9712,-0.6607,C,2.5,l18,DECaLS,0.1,DC,0.5372,nan
DESI-333.8922-46.6457,333.8922,-46.6457,C,2.0,l18,DECaLS,0.34,REX,,0.336+/-0.049
DESI-334.2188-08.9595,334.2188,-8.9595,C,2.0,l18,DECaLS,1.0,DC,0.3127,nan
DESI-334.5268+20.8617,334.5268,20.8617,C,2.0,l18,DECaLS,0.89,DC,0.1981,nan
DESI-334.7964+08.9935,334.7964,8.9935,C,2.0,l18,DECaLS,0.16,DC,,0.440+/-0.176
DESI-335.2071-11.9607,335.2071,-11.9607,C,2.5,l18,DECaLS,0.36,DC,,0.366+/-0.013
DESI-336.7102+15.1795,336.7102,15.1795,C,2.0,l18,DECaLS,0.59,DC,0.5059,nan
DESI-338.1775+01.6182,338.1775,1.6182,C,2.5,l18,DECaLS,0.35,DC,0.4101,nan
DESI-338.9341+07.7338,338.9341,7.7338,C,2.0,l18,DECaLS,0.7,DC,0.4919,nan
DESI-339.3998-12.0424,339.3998,-12.0424,C,2.5,shielded,DECaLS,0.6,REX,,0.432+/-0.028
DESI-340.0966+26.9614,340.0966,26.9614,C,2.0,l18,DECaLS,1.0,DC,0.2671,nan
DESI-340.6218+03.2048,340.6218,3.2048,C,2.5,l18,DECaLS,0.94,DC,0.5738,nan
DESI-340.7868-55.1416,340.7868,-55.1416,C,2.0,shielded,DECaLS,0.99,REX,,0.780+/-0.046
DESI-341.2747+00.6718,341.2747,0.6718,C,2.5,l18,DECaLS,0.37,REX,0.6426,nan
DESI-341.8330+18.0226,341.833,18.0226,C,2.5,l18,DECaLS,0.63,DC,0.3,nan
DESI-342.0957+01.8350,342.0957,1.835,C,2.5,l18,DECaLS,0.27,DC,0.515,nan
DESI-342.2726+19.8035,342.2726,19.8035,C,2.0,l18,DECaLS,0.31,DC,0.4892,nan
DESI-343.7432+03.9726,343.7432,3.9726,C,2.0,shielded,DECaLS,0.1,REX,,0.237+/-0.023
DESI-344.5905+05.0181,344.5905,5.0181,C,2.5,l18,DECaLS,0.95,DC,0.6923,nan
DESI-344.9569+12.0924,344.9569,12.0924,C,2.0,l18,DECaLS,0.86,DC,0.2568,nan
DESI-344.9861-02.7461,344.9861,-2.7461,C,2.0,l18,DECaLS,0.97,DC,0.4047,nan
DESI-345.8679+08.9273,345.8679,8.9273,C,2.5,l18,DECaLS,0.96,DC,0.5559,nan
DESI-346.1290-60.6806,346.129,-60.6806,C,2.5,shielded,DECaLS,0.95,REX,,0.619+/-0.046
DESI-346.6288+27.4720,346.6288,27.472,C,2.5,l18,DECaLS,0.47,DC,0.5264,nan
DESI-346.7223-12.6443,346.7223,-12.6443,C,2.0,l18,DECaLS,1.0,DC,,0.394+/-0.014
DESI-346.7984-12.4431,346.7984,-12.4431,C,2.0,l18,DECaLS,0.24,DC,,0.331+/-0.014
DESI-347.1009+28.9983,347.1009,28.9983,C,2.5,l18,DECaLS,1.0,DC,0.3953,nan
DESI-347.3571+28.3380,347.3571,28.338,C,2.0,l18,DECaLS,0.76,DC,0.3061,nan
DESI-347.7997-09.4026,347.7997,-9.4026,C,2.5,l18,DECaLS,0.94,DC,0.6376,nan
DESI-347.9137-08.0379,347.9137,-8.0379,C,2.0,shielded,DECaLS,0.12,REX,0.319,nan
DESI-348.1504-03.4410,348.1504,-3.441,C,2.5,l18,DECaLS,1.0,DC,0.3298,nan
DESI-348.2452+04.8615,348.2452,4.8615,C,2.5,l18,DECaLS,0.18,DC,0.3382,nan
DESI-348.3888-00.0460,348.3888,-0.046,C,2.5,l18,DECaLS,0.12,DC,0.5643,nan
DESI-349.3386+14.7537,349.3386,14.7537,C,2.0,l18,DECaLS,0.36,DC,0.4549,nan
DESI-349.5061+13.3835,349.5061,13.3835,C,2.5,l18,DECaLS,0.74,DC,0.5571,nan
DESI-349.8902-01.1028,349.8902,-1.1028,C,2.0,l18,DECaLS,0.9,DC,0.5712,nan
DESI-349.8938+11.8378,349.8938,11.8378,C,2.5,l18,DECaLS,1.0,DC,0.5206,nan
DESI-350.0271-12.0343,350.0271,-12.0343,C,2.5,l18,DECaLS,0.83,DC,,0.400+/-0.018
DESI-350.1155-00.5958,350.1155,-0.5958,C,2.0,l18,DECaLS,0.72,DC,0.4668,nan
DESI-350.2503-13.4958,350.2503,-13.4958,C,2.0,l18,DECaLS,0.98,DC,,0.683+/-0.067
DESI-350.8416+10.7701,350.8416,10.7701,C,2.0,l18,DECaLS,1.0,DC,0.5166,nan
DESI-351.8760-10.4864,351.876,-10.4864,C,2.0,l18,DECaLS,0.54,DC,0.3882,nan
DESI-352.1378-14.5816,352.1378,-14.5816,C,2.0,shielded,DECaLS,0.34,REX,,0.410+/-0.049
DESI-352.2239+00.0936,352.2239,0.0936,C,2.5,l18,DECaLS,0.71,DC,0.439,nan
DESI-352.6210-05.0038,352.621,-5.0038,C,2.0,shielded,DECaLS,0.79,REX,0.6345,nan
DESI-352.9172-10.0133,352.9172,-10.0133,C,2.5,l18,DECaLS,1.0,DC,0.2137,nan
DESI-353.1493-00.0513,353.1493,-0.0513,C,2.0,l18,DECaLS,0.97,DC,0.5917,nan
DESI-353.2414+07.2878,353.2414,7.2878,C,2.5,l18,DECaLS,0.18,DC,0.2956,nan
DESI-353.9228+00.6577,353.9228,0.6577,C,2.0,shielded,DECaLS,0.61,REX,0.4617,nan
DESI-355.1190+29.7964,355.119,29.7964,C,2.5,l18,DECaLS,0.99,DC,0.4956,nan
DESI-355.2734+24.1552,355.2734,24.1552,C,2.5,l18,DECaLS,0.37,DC,0.2531,nan
DESI-355.7900-13.8140,355.79,-13.814,C,2.5,l18,DECaLS,0.97,DC,,0.736+/-0.014
DESI-356.4023+14.0221,356.4023,14.0221,C,2.5,l18,DECaLS,0.24,DC,0.2247,nan
DESI-356.8749-00.1896,356.8749,-0.1896,C,2.5,l18,DECaLS,0.59,DC,,0.768+/-0.097
DESI-357.3211-04.4758,357.3211,-4.4758,C,2.0,l18,DECaLS,0.43,DC,0.707,nan
DESI-358.0861+18.1055,358.0861,18.1055,C,2.0,l18,DECaLS,0.76,DC,0.2761,nan
DESI-358.4109-13.2745,358.4109,-13.2745,C,2.5,l18,DECaLS,0.68,DC,,0.501+/-0.033
DESI-358.5112-10.0359,358.5112,-10.0359,C,2.0,l18,DECaLS,0.22,DC,0.4271,nan
DESI-358.6999+05.0447,358.6999,5.0447,C,2.0,l18,DECaLS,1.0,DC,0.4691,nan
DESI-359.1421+02.6922,359.1421,2.6922,C,2.5,l18,DECaLS,0.57,DC,0.7455,nan
DESI-359.7217+01.4018,359.7217,1.4018,C,2.5,shielded,DECaLS,0.93,DC,0.3398,nan
DESI-359.8831-02.2601,359.8831,-2.2601,C,2.5,l18,DECaLS,0.45,DC,0.6462,nan
DESI-359.9690+03.3971,359.969,3.3971,C,2.5,shielded,DECaLS,0.61,REX,0.2749,nan
